,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.9474474474474475,1.6480865224625625,0.09577015163607343,-0.17833698030634573,-0.2888229475766568,0.02147766323024055,0.08984375,-0.07602956705385427,-0.16929133858267717,-0.12237093690248566,-0.053772766695576756,-1.1775700934579438,0.6644790812141099,0.525935653315824,-0.0455531453362256,-0.057855927396483264,-0.07420189818809318,0.11224489795918367,-0.09332023575638507,-0.047619047619047616,-0.07133243606998654,-0.08836395450568679,-0.00771055753262159,0.1949616648411829,1.3043254376931,-0.17899761336515513,0.18660647103085026,0.04237918215613383,-0.11482254697286012,-0.0317092034029389,0.060653188180404355,1.0574866310160427,1.0950991831971995,1.074373484236055,0.03675213675213675,-0.037037037037037035,0.9087901701323251,0.02634054562558796,0.9501538461538461,0.24329896907216494,0.4563953488372093,-0.34715821812596004,0.7527093596059113,0.508301404853129,-0.30917254650416937,-0.09372693726937269,-0.23427529626253418,-0.2012987012987013,0.2405642865981933,0.18307905686546463,0.025491237387148168,-0.6650342801175319,0.17734447539461468,0.1445285615966965,-0.008011653313911144,-0.07002938295788443,-0.3544973544973545,-0.4327485380116959,-0.1174785100286533,-1.2705442902881536,-0.9818531756942535,0.017804154302670624,-0.28122137404580155,0.0013934045517882026,0.0963855421686747,0.14567430025445294,-0.08386638237384506,0.03905221588415972,0.03295225285810356,-0.12014134275618374,-0.10458081244598098,-0.02333931777378815,-0.15709728867623604,-0.015349194167306216,-0.23226812159002339,-1.4365781710914454,-0.5939226519337016,-1.419287211740042,-1.0455696202531646,-0.5337564916330063,-0.16883116883116883,-1.7271944922547333,-0.26699484294421005,-0.9834394904458599,-0.32053231939163496,-0.8823529411764706,-0.9578567128236002,-0.5550802139037433,-0.07647058823529412,-0.11091234347048301,0.043969102792632206,0.055347793567688854,0.08776978417266187,0.11298776936517181,0.0006150061500615006,-0.5408348457350273,0.7342491710090004,0.39855072463768115,1.2086021505376343,-1.0621225194132873
