,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,2594.0,3183.0,1373.0,1828.0,2022.0,1189.0,1116.0,947.0,1016.0,1046.0,2306.0,1177.0,2029.0,2324.0,1383.0,1763.0,1159.0,1853.0,1018.0,987.0,1486.0,1143.0,1686.0,2182.0,4475.0,1676.0,1577.0,1402.0,1437.0,1293.0,1364.0,3078.0,3591.0,2566.0,1213.0,1647.0,4039.0,1091.0,6338.0,3618.0,6513.0,1953.0,1779.0,2362.0,1559.0,1355.0,1097.0,1078.0,10025.0,4265.0,1931.0,2042.0,1268.0,1663.0,1373.0,2042.0,1134.0,1197.0,1396.0,1874.0,3637.0,1029.0,3275.0,2156.0,1729.0,1801.0,1407.0,2368.0,1536.0,1132.0,1157.0,1114.0,1254.0,1303.0,1283.0,1356.0,1448.0,1908.0,1975.0,1733.0,1078.0,2324.0,4266.0,2355.0,2630.0,1938.0,1661.0,935.0,850.0,1118.0,1757.0,1411.0,3024.0,1911.0,1627.0,1653.0,3661.0,1351.0,2054.0,1159.0
1,1332.0,1202.0,1253.0,2154.0,2606.0,1164.0,1024.0,1019.0,1188.0,1174.0,2430.0,2563.0,1219.0,1523.0,1446.0,1865.0,1245.0,1666.0,1113.0,1034.0,1592.0,1244.0,1699.0,1826.0,1942.0,1976.0,1329.0,1345.0,1602.0,1334.0,1286.0,1496.0,1714.0,1237.0,1170.0,1708.0,2116.0,1063.0,3250.0,2910.0,4472.0,2631.0,1015.0,1566.0,2041.0,1482.0,1354.0,1295.0,8081.0,3605.0,1883.0,3400.0,1077.0,1453.0,1384.0,2185.0,1536.0,1715.0,1560.0,4255.0,7208.0,1011.0,4196.0,2153.0,1577.0,1572.0,1525.0,2279.0,1487.0,1268.0,1278.0,1140.0,1451.0,1323.0,1581.0,3304.0,2308.0,4616.0,4040.0,2658.0,1260.0,6338.0,5405.0,4671.0,3473.0,3648.0,3252.0,1454.0,915.0,1242.0,1683.0,1337.0,2780.0,1717.0,1626.0,2547.0,2111.0,966.0,930.0,2390.0
