,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,481.0,394.0,866.0,671.0,374.0,454.0,843.0,412.0,488.0,17022.0,465.0,301.0,328.0,15796.0,858.0,471.0,17289.0,3605.0,381.0,376.0,17032.0,259.0,15788.0,496.0,16952.0,4202.0,195.0,5402.0,200.0,2510.0,159.0,238.0,17055.0,708.0,17026.0,994.0,16600.0,310.0,14841.0,16883.0,15392.0,4019.0,391.0,298.0,479.0,311.0,319.0,307.0,351.0,1280.0
1,548.0,420.0,12893.0,1156.0,329.0,613.0,753.0,398.0,497.0,17051.0,426.0,326.0,337.0,3056.0,1012.0,263.0,4334.0,3527.0,266.0,314.0,5147.0,287.0,15546.0,453.0,16813.0,4866.0,231.0,17024.0,214.0,6717.0,206.0,249.0,15225.0,1217.0,16876.0,315.0,17016.0,340.0,12490.0,17275.0,13590.0,15749.0,405.0,330.0,587.0,335.0,395.0,354.0,374.0,1651.0
